trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
517,False,"{'a': 0.03, 'e': 0.009532960108965611}",25,13,18.013531016768667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.03, 'e': 0.009447548397216066}",25,8,28.52766450460287,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.03, 'e': 0.009362901942052165}",20,6,24.41490287751721,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.03, 'e': 0.009279013887064744}",20,7,21.58227556338392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.03, 'e': 0.009195877437275487}",25,13,21.44186974445838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.03, 'e': 0.009113485858586519}",25,11,5.660228640717175,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
523,False,"{'a': 0.03, 'e': 0.0090318324772349}",25,17,12.93325418469303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.03, 'e': 0.008950910679252112}",25,13,23.440209450524698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.03, 'e': 0.008870713909928258}",20,0,27.973053398136532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
526,False,"{'a': 0.03, 'e': 0.008791235673281187}",25,8,28.068214851592185,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.03, 'e': 0.008712469531530279}",20,6,23.968504459224203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.03, 'e': 0.008634409104574973}",35,24,19.863448526207467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.03, 'e': 0.008557048069478022}",20,6,26.027002543987233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.03, 'e': 0.008480380159953269}",20,13,11.750530497696351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.03, 'e': 0.008404399165858131}",20,8,23.522099517683912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.03, 'e': 0.008329098932690555}",20,10,17.21018475313367,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
