trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
127,False,"{'a': 0.5, 'e': 0.3188610024983463}",20,0,-11.837773716408279,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.31600412869186256}",30,0,-85.04657580992223,"{0: 17, 1: 9, 2: 2, 3: 2, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.31317285139257856}",20,0,-101.91800735404843,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.31036694126548503}",25,0,-25.458827147890567,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.30758617103032765}",20,0,-18.985750167971126,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.30483031544319683}",25,0,-54.09901509685838,"{0: 14, 1: 8, 2: 3, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.30209915127828346}",25,0,-109.8212762820501,"{0: 11, 1: 10, 2: 2, 3: 1, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.2993924573097967}",30,7,-14.469330875716416,"{0: 16, 1: 7, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.2967100142940453}",30,0,-230.74206017082167,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 5}",0
136,False,"{'a': 0.5, 'e': 0.29405160495167837}",25,0,-71.22767222057168,"{0: 12, 1: 10, 2: 2, 3: 1, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.29141701395008573}",20,0,-110.16458250380258,"{0: 8, 1: 9, 2: 1, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.28880602788595566}",20,0,-14.87304148470561,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.2862184352679895}",20,0,-11.921969204399371,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,0,-61.08243483240349,"{0: 16, 1: 8, 2: 0, 3: 0, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.28111259386278603}",35,0,-178.75054010283796,"{0: 14, 1: 14, 2: 5, 3: 0, 4: 2}",0
142,False,"{'a': 0.5, 'e': 0.2785939314996033}",20,0,-112.29760114036284,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.2760978353971936}",25,0,-40.50489522720045,"{0: 15, 1: 9, 2: 0, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.2736241033704081}",20,0,-8.871588237695198,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.2711725350455999}",30,0,-104.98330070475983,"{0: 16, 1: 9, 2: 4, 3: 0, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.2687429318443944}",25,0,-11.292124579044714,"{0: 18, 1: 6, 2: 1, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.2663350969676039}",25,0,-12.486620214864253,"{0: 17, 1: 8, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.5, 'e': 0.2639488353792869}",20,0,-129.3587497397769,"{0: 9, 1: 7, 2: 1, 3: 1, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.26158395379094995}",25,0,-17.820215103493073,"{0: 19, 1: 5, 2: 0, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.25924026064589156}",25,0,-26.92873700339816,"{0: 16, 1: 8, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.25691756610368544}",20,0,-60.253831704590475,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.2546156820248038}",35,0,-206.82227178759405,"{0: 17, 1: 10, 2: 4, 3: 1, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.25233442195537764}",20,0,-14.881020095157224,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.25007360111209415}",25,0,-97.56209624922786,"{0: 13, 1: 8, 2: 2, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.2478330363672288}",25,0,-50.255428833820176,"{0: 13, 1: 11, 2: 1, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.24561254623381226}",30,0,-85.96706231186393,"{0: 17, 1: 10, 2: 2, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.24341195085092973}",25,0,-66.40321991737214,"{0: 11, 1: 12, 2: 2, 3: 0, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.24123107196915192}",30,7,-30.45379909394776,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.2390697329360971}",20,0,-67.97553098609487,"{0: 10, 1: 9, 2: 0, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.23692775868212176}",25,0,-50.74975974012769,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.23480497570614037}",20,0,-30.9415722914135,"{0: 12, 1: 7, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.23270121206157107}",20,0,-77.71060815155842,"{0: 10, 1: 8, 2: 1, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.23061629734240854}",20,0,-67.1532487891109,"{0: 9, 1: 7, 2: 4, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.2285500626694205}",25,0,-71.15962579063032,"{0: 12, 1: 11, 2: 1, 3: 1, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.2265023406764688}",20,0,-28.348392393766677,"{0: 14, 1: 5, 2: 0, 3: 1, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.22447296549695234}",20,0,-50.05882372367966,"{0: 11, 1: 7, 2: 1, 3: 1, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.22246177275037213}",20,0,-34.0759252039906,"{0: 11, 1: 8, 2: 1, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.22046859952901599}",20,0,18.76816065340931,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.21849328438476318}",20,0,-28.96353659024314,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.2165356673160071}",20,0,-101.4269293346073,"{0: 11, 1: 6, 2: 1, 3: 0, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.21459558975469478}",20,0,-118.05213791105969,"{0: 9, 1: 7, 2: 2, 3: 0, 4: 2}",0
